性别,项目（足球1 篮球2 网球3 游泳跳水4 田径5 羽毛球6 乒乓球7 体操8 排球9 冰雪项目11 电竞12 其他13 体育无关14）,是否用外号（0无 1有+正面或中性 2有+负面或调侃） ,身份（1运动员 2其余从业者 3非从业者）,类别（1赛事赛场报道 2个人生活 3个人社交媒体活动 4公关宣传 5人际关系 6商业广告 7花边绯闻 8外界评价 9媒体物料 10负面新闻）,正文,日期,点赞数,评论数,转发数,话题,
2,6,0,1,1,#陈清晨王懿律皆因严重腹泻退赛##印度赛国羽1冠2亚##2023年印度羽毛球公开赛#，两对中国组合王懿律/黄东萍、陈清晨/贾一凡相继宣布退赛，获得亚军。世界羽联随后宣布了具体的退赛原因，王懿律和陈清晨都因为腹泻无法坚持，导致整个组合放弃决赛。  ,2023/1/22,86,23,20,"陈清晨王懿律皆因严重腹泻退赛,印度赛国羽1冠2亚,2023年印度羽毛球公开赛",2023/1/22 20:26
2,2,0,1,1,【#韩旭吴磊最萌身高差#】中国女篮队员韩旭晒出春晚后台合影， 没想到 2米07的@韩旭u_ 和1米82的@吴磊LEO ，也可以是最萌身高差#中国女篮登上央视春晚#  #兔年立个flag# ,2023/1/22,46,6,1,"韩旭吴磊最萌身高差,中国女篮登上央视春晚,兔年立个flag",2023/1/22 14:00
2,11,0,1,1,单板滑雪世界杯莱克斯站U型场地技巧决赛由于天气原因在不断延误后最终被取消，这样一来，资格赛的名次就成为了最终排名，日本选手平野流佳和小野光希包揽男女冠军。资格赛排名第二的中国选手🇨🇳武绍桐@武绍桐 获得单板滑雪世界杯莱克斯站女子U型场地技巧亚军！也创造了世界杯最好成绩。祝贺！#武绍桐获得单板U型场地世界杯亚军##兔年立个flag#,2023/1/22,24,1,3,"武绍桐获得单板U型场地世界杯亚军,兔年立个flag",2023/1/22 10:30
2,11,0,1,4,#冬奥冠军登上春晚舞台##体坛花式贺新春# @徐梦桃 @武大靖 @高亭宇 三位冬奥冠军与演艺明星一起唱响开场曲！#春晚# 咪咕体育的微博视频 ,2023/1/21,64,10,5,"冬奥冠军登上春晚舞台,体坛花式贺新春,春晚",2023/1/21 20:09
2,6,0,1,1,#2023年印度羽毛球公开赛##印度赛雅思组合无缘决赛#@郑思维--- @黄雅琼--- 18-21、21-18、14-21 渡边勇大/东野有纱混双决赛：渡边勇大/东野有纱 vs 王懿律/黄东萍 ,2023/1/21,18,6,1,"2023年印度羽毛球公开赛,印度赛雅思组合无缘决赛",2023/1/21 17:50
2,14,0,3,6,1月21日(除夕)到1月27日(初六)期间每日带话题 #比赛中过大年# 转发@新浪体育 指定体育热点博文即可获得抽奖机会！今日指定抽奖博文来袭——#WTT常规挑战赛多哈站2023# 1月21日赛程(北京时间)：19:00 女单决赛：@范思琦rice vs@Z张瑞Z 19:40 男单决赛：@雨果·卡尔德拉诺 vs张禹珍20:20 女双决赛：张瑞/蒯曼@kuaiman0207 vs申裕斌/@田志希_小酷 21:00 男双决赛：于子洋@Yuuu_ziyang /@周恺_KG vs安宰贤/赵胜敏 规则：关注@新浪体育 转发本条微博+评论发表观点，将抽取一位幸运用户送出图示精美奖品。#体坛花式贺新春# 抽奖详情,2023/1/21,14,15,19,"比赛中过大年,WTT常规挑战赛多哈站2023,体坛花式贺新春",2023/1/21 16:01
2,14,0,3,6,我在#会员红包飞#活动为你准备了大大大惊喜！~【现金红包】&【免费SVIP时长】等你来抢！每天最高5次领取机会，快来抢#5个福袋#！！>>微博会员粉丝福袋 ,2023/1/21,10,0,0,"会员红包飞,5个福袋",2023/1/21 16:00
2,14,0,3,6,[2023]新的一年，“兔”个吉利！@微博体育 @微博校园 联合发起#兔年立个flag#活动[兔兔拜年][财源滚滚][年年有余]带话题#兔年立个flag#发微博，晒出兔年你的小愿望、小目标！即可在👉#兔年立个flag#👈🏻话题页抽取你的新年第一份好运，iPhone和世界杯盲盒等你领回家 ,2023/1/21,6,3,3,"兔年立个flag,兔年立个flag,兔年立个flag",2023/1/21 13:53
2,13,0,1,6,月宫折桂，玉兔迎春！兔年将至，和@武磊7 @AlexHuaTian华天 @周琦_26 @董路 @王猛 @林梦鸽 @王小七Seven @友的说 @陈暖央 @李宗泽 @王涵-泡泡 一起参加#体坛花式贺新春#。祝大家前“兔”无量，扬眉“兔”气！ ,2023/1/21,87,2,93,体坛花式贺新春,2023/1/21 10:43
2,7,0,1,1,#WTT常规挑战赛多哈站2023#混双决赛#林诗栋蒯曼WTT多哈站混双夺冠#@林詩棟y /蒯曼@kuaiman0207 3-0（11-4，11-7，11-7）林钟勋/申裕斌。女单半决赛：#国乒包揽WTT多哈站女单冠亚军#@范思琦rice 🇨🇳3-1 刘炜珊@L炜珊Ss 🇨🇳【2-11，11-9，11-3，13-11】 张瑞@Z张瑞Z 🇨🇳3-1玛尼卡·巴特拉🇮🇳【11-6，2-11，11-4，11-2】 ,2023/1/21,14,0,3,"WTT常规挑战赛多哈站2023,林诗栋蒯曼WTT多哈站混双夺冠,国乒包揽WTT多哈站女单冠亚军",2023/1/21 8:42
2,11,0,1,4,#武大靖徐梦桃高亭宇登春晚舞台# @春晚 节目单官宣，三位冬奥冠军@武大靖 、@徐梦桃 和@高亭宇 将在开场节目《花开种花家》中登场！你期待吗？ ,2023/1/20,36,9,3,武大靖徐梦桃高亭宇登春晚舞台,2023/1/20 20:04
2,6,0,3,4,#国羽兔年拜年# 兔年大吉，新春快乐，国羽给大家拜年啦！#我的过年仪式感##花式拜年大赛# 中国羽毛球队的微博视频 ,2023/1/20,36,0,3,"国羽兔年拜年,我的过年仪式感,花式拜年大赛",2023/1/20 19:14
2,6,0,1,1,#印度赛雅思组合逆转进四强# @郑思维--- @黄雅琼--- 14-21、21-15、21-12逆转战胜吉奎尔/德尔吕，半决赛将对阵徐承宰/蔡侑玎vs渡边勇大/东野有纱的胜者！#2023年印度羽毛球公开赛#1 ,2023/1/20,24,1,3,"印度赛雅思组合逆转进四强,2023年印度羽毛球公开赛",2023/1/20 16:21
2,7,0,1,1,【#林诗栋蒯曼3比0匈牙利组合#】#WTT常规挑战赛多哈站2023# 混双1/4决赛，中国组合@林詩棟y /蒯曼@kuaiman0207 以3比0（13-11，11-7，11-6 ）战胜匈牙利组合埃克塞奇/马达拉萨！咪咕体育的微博视频 ,2023/1/19,7,0,1,"林诗栋蒯曼3比0匈牙利组合,WTT常规挑战赛多哈站2023",2023/1/19 15:44
2,6,0,1,1,#印度赛雅思组合进八强# #雅思组合跨年22连胜#2023年印度羽毛球公开赛，@郑思维--- @黄雅琼--- 21-16/21-9 击败库沙尔扬托/库苏玛瓦蒂晋级8强，雅思组合跨年22连胜#2023年印度羽毛球公开赛# ,2023/1/19,25,0,2,"印度赛雅思组合进八强,雅思组合跨年22连胜,2023年印度羽毛球公开赛",2023/1/19 12:45
2,13,0,2,1,【#首届中国麻将公开赛来了#】1月17日，2023年度麻将运动赛事计划发布会公布了今年七项赛事计划，其中赛事总奖金高达100万元的“首届中国麻将公开赛”，将于3月在杭州举办。赛事设有四川麻将和国标麻将2个正式项目，以及杭州麻将2v2这个推广项目。截至今日，已经有超过两百万名麻将爱好者正式注册成为麻将运动员。小强热线-浙江教科的微博视频,2023/1/18,73,35,67,首届中国麻将公开赛来了,2023/1/18 20:21
2,14,0,3,6,兔年将至，脑袋快甩甩，跟烦恼说拜拜！1月18日-2月5日期间，#体坛花式贺新春#活动喜庆上线，邀您一起兔年乐逍遥！[2023]#兔年立个flag# 带话题发博晒出你的小愿望，赢取花样贺岁好礼#我的过年仪式感# 体育明星、大V拜年，体坛最强氛围组陪你过年#足球闹正月# 发博点评足坛赛事，赢限量足球周边#比赛中过大年# 参与转发抽奖，做过年最幸运的崽#NBA新春贺岁# 球星签名球衣等你来领[努力]#春节要瘦不要胖# 向“每逢佳节胖三斤”魔咒Say No！快来加入，赢取超多惊喜奖励！,2023/1/18,31,19,34,"体坛花式贺新春,兔年立个flag,我的过年仪式感,足球闹正月,比赛中过大年,NBA新春贺岁,春节要瘦不要胖",2023/1/18 17:04
2,6,0,1,1,【#印度赛雅思组合进次轮#】#2023年印度羽毛球公开赛# 双打比赛，“雅思组合” @郑思维--- &@黄雅琼--- 以2-0（21-11、21-7）轻松战胜吴顺发/赖洁敏，挺进下一轮！ ,2023/1/18,20,5,1,"印度赛雅思组合进次轮,2023年印度羽毛球公开赛",2023/1/18 16:40
2,7,0,1,1,【#林诗栋蒯曼3比0莱贝松袁嘉楠# 】#WTT常规挑战赛多哈站2023#  混双1/8决赛，中国组合@林詩棟y /蒯曼@kuaiman0207 已3比0（11-7/11-7/11-5）战胜莱贝松/@袁嘉楠 ，晋级下一轮！咪咕体育的微博视频 ,2023/1/18,3,1,2,"林诗栋蒯曼3比0莱贝松袁嘉楠,WTT常规挑战赛多哈站2023",2023/1/18 16:10
2,3,0,1,1,#澳网因高温暂停外场比赛##澳网2023# 第二个比赛日开战，目前墨尔本当地气温来到36度，高温指数达到5级，主办方启动高温政策——大球场关闭顶棚继续比赛，外场未开赛赛事推迟，已开赛的比赛将在比分达到平局或偶数局暂停@王曦雨WXY 1-6、3-6不敌30号种子卡·普利斯科娃，遗憾无缘第二轮#王曦雨止步澳网首轮#,2023/1/17,12,1,2,"澳网因高温暂停外场比赛,澳网2023,王曦雨止步澳网首轮",2023/1/17 12:40
2,7,0,1,8,#2023国际乒联第3期世界排名# #樊振东孙颖莎继续排名世界第一#男单：樊振东、马龙@captain龙 、@王楚钦___ 位居前三，梁靖崑第七，@Eric-林高远 第12女单：@孙颖莎 、@陈梦-乒乓球 、@王曼昱 、王艺迪@迪214 稳居前四，@陈幸同 排名第7，@范思琦rice 上升9位来到第18，@钱天一321 上升20位排名第20男双：樊振东/王楚钦排名第3，林高远/梁靖崑第6，林高远/周启豪@Unique小周同志 第12女双：王曼昱/孙颖莎位居榜首，@Z张瑞Z /蒯曼@kuaiman0207 第6，陈梦/@钱天一321 第19,2023/1/17,44,2,3,"2023国际乒联第3期世界排名,樊振东孙颖莎继续排名世界第一",2023/1/17 9:20
2,14,0,3,6,【#00后大学生的年终盘点# 体育明星篇】2022年我们迎来了首批00后大学生毕业，也见证了大学生群体迈入“全员00后”的时代~@微博校园 @微博体育 联合发布大学生年终盘点，来看看2022年有哪些体育明星属于同学们的年度关注吧！#2023你想成为怎样的自己# ,2023/1/16,9,6,0,"00后大学生的年终盘点,2023你想成为怎样的自己",2023/1/16 15:10
2,6,0,1,1,#大马赛雅思组合四连冠##雅思组合跨赛季20连胜# @郑思维--- @黄雅琼--- 21-19、21-11 渡边勇大/东野有纱，恭喜雅思组合达成大马公赛四连冠！恭喜郑思维达成大马公赛五连冠，成为大马公赛混双历史第一人！#2023年马来西亚公开赛# 网页链接 网页链接 ,2023/1/15,80,7,3,"大马赛雅思组合四连冠,雅思组合跨赛季20连胜,2023年马来西亚公开赛",2023/1/15 13:58
2,6,0,1,1,#国羽挺进男双女双混双三项决赛##大马赛国羽进三项决赛# 1月15日决赛，13点开赛：1、郑思维/黄雅琼@郑思维--- @黄雅琼--- 🇨🇳 vs 渡边勇大/东野有纱（11-3）2、陈清晨@陈小白BAOBAO /贾一凡@贾一凡_F 🇨🇳 vs 白荷娜/李幽林（1-1）3、山口茜 vs 安洗莹（9-5）4、奈良岡功大 vs 安赛龙（0-3）5、梁伟铿/王昶@梁伟铿K @V王昶V 🇨🇳 vs 阿尔菲安/阿德里安托（1-1）【超清全场】梁伟铿/王昶 vs 兰基雷迪/谢提 小星星侃大山的微博视频,2023/1/15,22,2,3,"国羽挺进男双女双混双三项决赛,大马赛国羽进三项决赛",2023/1/15 9:42
2,7,0,1,1,#国乒WTT德班站收获四冠##林诗栋蒯曼WTT混双夺冠#WTT常规挑战赛德班站最后一个比赛日，本站比赛国乒拿到除男单外的四个冠军。🏆混双冠军：@林詩棟y /蒯曼@kuaiman0207 🌟女单决赛：@钱天一321 🆚@范思琦rice 🌟男双决赛：@徐瑛彬bin /@徐海东乒乓 🆚@陈垣宇cyy /林诗栋🌟女双决赛：@Z张瑞Z /蒯曼 🆚钱天一/@石洵瑶w #WTT常规挑战赛德班站#,2023/1/15,14,0,2,"国乒WTT德班站收获四冠,林诗栋蒯曼WTT混双夺冠,WTT常规挑战赛德班站",2023/1/15 7:56
2,11,0,1,6,#原来滑雪才是冬天的打开方式# 没有滑雪的冬天是不完整的！2023年的滑雪大事记从雪战到底开始吧。雪战到底滑雪系列赛今日在太舞滑雪小镇打响，上午已完成男子女子双板的比赛，让我们一同回顾上午的比赛精彩集锦吧！#在微博看见体育# 雪战到底的微博视频 ,2023/1/14,8,0,3,"原来滑雪才是冬天的打开方式,在微博看见体育",2023/1/14 14:04
2,7,0,1,4,#国乒新春祝福# 新春佳节将至，国乒队员们来送祝福啦🎁祝大家兔年大吉，万事如意[2023]❓过年最期待的一件事是什么?孙颖莎：收红包，给压岁钱。林高远：最期待过年可以收红包。蒯曼：小时候是看春节联欢晚会，现在没什么期待的。陈熠：肯定是收红包哈哈哈哈哈。何卓佳：可以吃到妈妈做的好多好吃的。咪咕体育的微博视频 #孙颖莎过年最期待收红包#,2023/1/14,15,1,0,"国乒新春祝福,孙颖莎过年最期待收红包",2023/1/14 13:15
2,6,0,1,1,#大马赛雅思组合横扫进四强# @郑思维--- @黄雅琼--- 21-15、21-6 吉奎尔/德尔吕，晋级四强！半决赛将对阵德扬/维德佳佳 #2023年大马羽毛球公开赛# ,2023/1/13,23,3,0,"大马赛雅思组合横扫进四强,2023年大马羽毛球公开赛",2023/1/13 18:06
2,7,0,1,1,#林诗栋蒯曼3比1泽林卡库库洛娃##WTT常规挑战赛德班站#混双1/4决赛，@林詩棟y /蒯曼@kuaiman0207 3-1战胜泽林卡/库库洛娃！四局比分为7-11、11-6、11-3、11-7 咪咕乒乓球的微博视频 ,2023/1/13,4,0,2,"林诗栋蒯曼3比1泽林卡库库洛娃,WTT常规挑战赛德班站",2023/1/13 17:15
2,7,0,1,1,#薛飞钱天一3比0科吉尔玛凡迪##WTT常规挑战赛德班站#混双1/4，@薛飞0210 /@钱天一321 3比0战胜南非组合科吉尔/玛凡迪！三局比分为11-9、11-2、11-3 ,2023/1/13,8,1,2,"薛飞钱天一3比0科吉尔玛凡迪,WTT常规挑战赛德班站",2023/1/13 16:52
2,6,0,1,1,【#大马赛雅思组合进八强#】#2023年大马羽毛球公开赛# @郑思维--- /@黄雅琼--- 雅思组合21-16、21-10战胜 @吴埙阀 /赖洁敏 8进4：郑思维/黄雅琼 vs 吉奎尔/德尔吕  ,2023/1/12,34,0,109,"大马赛雅思组合进八强,2023年大马羽毛球公开赛",2023/1/12 18:58
2,7,0,1,1,【#林诗栋蒯曼3比0南非组合#】#WTT常规挑战赛德班站# 混双1/8决赛，#@林詩棟y /蒯曼@kuaiman0207 组合3-0战胜南非组合林格维尔德特/爱德华兹（11-3/11-2/11-3）。咪咕乒乓球的微博视频 ,2023/1/12,9,0,2,"林诗栋蒯曼3比0南非组合,WTT常规挑战赛德班站",2023/1/12 17:30
2,7,0,1,1,【#薛飞钱天一3比1邱党米特兰姆#】#wtt常规挑战赛德班站# 混双R16场次，@薛飞0210 /@钱天一321 组合3-1战胜@邱党DangQiu /米特兰姆(德国)组合，四局比分：11-7、6-11、11-4、11-6。咪咕体育的微博视频 ,2023/1/12,10,1,3,"薛飞钱天一3比1邱党米特兰姆,wtt常规挑战赛德班站",2023/1/12 17:00
2,7,0,1,1,#林高远王曼昱4比2林兆恒吴咏琳##德班世乒赛亚洲区预赛#混双小组赛，@Eric-林高远 /@王曼昱 4-2战胜林兆恒/吴咏琳，六局比分为9-11、11-7、11-6、11-2、10-12、11-3 咪咕体育的微博视频 ,2023/1/9,22,5,2,"林高远王曼昱4比2林兆恒吴咏琳,德班世乒赛亚洲区预赛",2023/1/9 16:51
2,7,0,1,1,#王楚钦孙颖莎4比2冯耀恩王歆茹##德班世乒赛亚洲区预赛# 混双小组赛A组， @王楚钦___ /@孙颖莎 4比2战胜冯耀恩/王歆茹(新加坡)！六局比分为11-8、11-7、7-11、9-11、11-3、11-5 ,2023/1/9,27,4,1,"王楚钦孙颖莎4比2冯耀恩王歆茹,德班世乒赛亚洲区预赛",2023/1/9 15:49
2,7,0,1,1,#德班世乒赛亚洲区预赛##孙颖莎王楚钦多拍训练# 混双比赛前，@王楚钦___ @孙颖莎 进行赛前训练。两人将在3点对阵新加坡组合冯耀恩/王歆茹。 新浪体育的微博视频 ,2023/1/9,15,5,2,"德班世乒赛亚洲区预赛,孙颖莎王楚钦多拍训练",2023/1/9 14:56
2,13,0,1,1,【#首支霹雳舞国家队名单#】中国国家霹雳舞队选拔赛8日结束，8名选手（4男4女）从比赛中脱颖而出，组成首支正式的霹雳舞中国国家队。#霹雳舞国家队力争直通巴黎# 男子组：@商小宇ok 、@亓祥宇Bboylithe 、张鑫杰、于子昂。女子组：@Bgirl刘清漪671 、曾莹莹、郑子妍、@彭大莹DAYING 。人民日报体育的微博视频   网页链接,2023/1/9,66,10,7,"首支霹雳舞国家队名单,霹雳舞国家队力争直通巴黎",2023/1/9 11:40
2,3,0,1,1,【#网球联合杯美国队夺冠#】首届网球联合杯，美国队4-0意大利夺冠。女单：佩古拉6-4/6-2特雷维桑男单：穆塞蒂因伤退赛，蒂亚福获胜男单：弗里茨7（4）-6/7（6）-6贝雷蒂尼女单：凯斯6-3/6-2布朗泽蒂WTA国际女子网球协会的微博视频 ,2023/1/9,8,2,3,网球联合杯美国队夺冠,2023/1/9 11:20
2,14,0,3,4,【#邓亚萍侯勇岳云鹏致敬快递外卖小哥#】快递外卖小哥当选2022中国经济年度人物特别奖，@小个邓亚萍 ，@演员侯勇 ，@岳云鹏 ，@张伟丽MMA 惊喜现身致敬快递外卖小哥，#岳云鹏帮快递小哥圆梦#。向快递外卖小哥致敬！新浪财经的微博视频  ,2023/1/6,18,2,3,"邓亚萍侯勇岳云鹏致敬快递外卖小哥,岳云鹏帮快递小哥圆梦",2023/1/6 21:41
2,11,0,1,8,#隋文静韩聪获年度体育人物# @中国新闻周刊 评选2022#年度影响力人物#，奥运冠军、花样滑冰运动员@Guile隋文静 、@Allen韩聪 被评为2022年度体育人物。在2022年北京冬奥会上，隋文静与韩聪以总成绩239.88分获得花样滑冰双人滑比赛的金牌，实现花滑双人滑全满贯壮举！祝贺隋文静、韩聪！ ,2023/1/5,49,7,5,"隋文静韩聪获年度体育人物,年度影响力人物",2023/1/5 11:40
2,14,0,1,1,#体育大赏#持续进行。2022，@韩宇531 多风格尝试惊喜满满，@肖杰-Crazy 火热街舞点燃全场，@David叶音_WiiiiK 全方面巧思震撼成片，@TS白小白 中国风爵士迷倒众人，@RMB-Eleven 高质量编舞惊艳观众。欢迎点击 2022微博体育大赏 为喜欢的舞者助力！ ,2023/1/4,12,2,0,体育大赏,2023/1/4 14:20
2,7,0,2,1,#国乒出征世乒赛预选赛##2023德班世乒赛亚洲预选赛# 网友拍到国乒出征卡塔尔多哈，参加德班世乒赛亚洲预选赛！该项赛事共设5个项目，单打比赛将分为16组，每组头名获得单打资格，第二名继续比拼力争余下名额。将采用同协会回避制，国乒全程外战争夺参赛资格！此猫咬人3号机的微博视频 ,2023/1/4,72,11,110,"国乒出征世乒赛预选赛,2023德班世乒赛亚洲预选赛",2023/1/4 11:40
2,7,0,1,5,#邱贻可孙颖莎创业型师徒# @乒乓张超 直播中透露：“邱贻可和孙颖莎@孙颖莎 这对组合我觉得蛮有意思的。他俩是商量着来，最后看怎么商量一个更好的办法去解决问题。”Moonlight_Rio的微博视频 ,2023/1/4,21,3,2,邱贻可孙颖莎创业型师徒,2023/1/4 10:40
2,11,0,2,1,#2023大冬会中国代表团成立# #中国25名运动员参加大冬会# 第31届世界大学生冬季运动会中国大学生体育代表团成立，25名大学生运动员将参加短道速滑、女子冰壶、单板滑雪3大项11小项的比赛，代表团总人数为49人。2023大冬会将于1月12-22日在美国普莱西德湖举办，共设12个大项86个小项。 ,2023/1/4,7,0,1,"2023大冬会中国代表团成立,中国25名运动员参加大冬会",2023/1/4 9:40
2,7,0,1,1,#春节假期可以看国乒比赛# #国乒新教练组面临考验# 封闭集训后，国乒将踏上新赛季征程，1月份5站比赛接踵而至！国乒新教练团队核心李隼、王皓、马琳、肖战考验来了！1月7-13日：德班世乒赛亚洲区选拔赛1月10-15日：WTT常规挑战赛德班站1月15-21日：WTT常规挑战赛多哈站1月22-26日：WTT支线赛多哈站1月30-2月4日：WTT支线赛安曼站,2023/1/3,123,35,4,"春节假期可以看国乒比赛,国乒新教练组面临考验",2023/1/3 14:40
2,13,0,2,6,飞盘，露营，滑雪……2022年，你最关注的户外项目是什么呢？快来#体育大赏#，点击2022微博体育大赏 为你关注/喜欢的项目助力吧~ ,2023/1/3,11,4,1,体育大赏,2023/1/3 14:26
2,7,0,1,8,#2023年国际乒联第一期世界排名# #樊振东孙颖莎世界第一开启2023#男单：樊振东、马龙@captain龙 、@王楚钦___ 位居前3，梁靖崑第6，@Eric-林高远 12女单：@孙颖莎 、@陈梦-乒乓球 、@王曼昱 、王艺迪@迪214 稳居前4，@陈幸同 第7男双：樊振东/王楚钦排名第3，林高远/梁靖崑第6女双：王曼昱/孙颖莎位居榜首,2023/1/3,38,6,5,"2023年国际乒联第一期世界排名,樊振东孙颖莎世界第一开启2023",2023/1/3 9:00
2,7,0,1,1,#国乒开启新赛季# 德班世乒赛亚洲区选拔赛将于1月7日至13日在卡塔尔多哈举行，这是国乒新赛季的首站比赛。1月赛程：1月7日-13日 德班世乒赛亚洲区预选赛1月10日-15日 WTT常规挑战赛德班站1月15日-21日 WTT常规挑战赛多哈站1月22日-26日 WTT支线赛多哈站1月30日-2月4日 WTT支线赛安曼站 ,2023/1/2,11,1,109,国乒开启新赛季,2023/1/2 15:50
2,13,0,2,1,【#2023年赛历出炉#】2023年各项体育赛事比赛日程出炉。1月：斯诺克大师赛、澳网2月：花滑四大洲、自由式滑雪和单板滑雪世锦赛3月：速度滑冰世锦赛、短道世锦赛、花滑世锦赛4月：斯诺克世锦赛5月：苏迪曼杯、世乒赛、法网6月：女排国家联赛、男排国家联赛、欧冠决赛7月：温网、游泳世锦赛、女足世界杯、成都大运会8月：田径世锦赛、羽毛球世锦赛、男篮世界杯9月：美网、举重世锦赛、巴黎奥运会女排资格赛、杭州亚运会10月：体操世锦赛、巴黎奥运会男排资格赛11月：WTT冠军赛、ATP年终总决赛12月：羽毛球年终总决赛央视网体育的微博视频,2023/1/2,23,9,15,2023年赛历出炉,2023/1/2 15:16
2,1,0,1,1,#体育大赏#持续进行，2022年@中国女足 亚洲杯逆风翻盘，带来新年震撼。北京冬奥，@徐梦桃 、@Guile隋文静 、@Allen韩聪 多年坚守完美圆梦。这一年，国乒表现出色，@孙颖莎 、王艺迪@迪214 、@Eric-林高远 等有所斩获。CBA赛场，@林葳_23 打出超级新人成色。点击2022微博体育大赏 为认可的运动员助力！ ,2023/1/2,12,5,2,体育大赏,2023/1/2 13:02
2,7,0,1,8,#国际乒联2022神仙球大赏#  WTT官方带来2022年国际乒联神仙球合辑，乒乓球能打到这个份上，真的令人叹为观止！咪咕体育的微博视频 ,2023/1/1,49,13,49,国际乒联2022神仙球大赏,2023/1/1 18:47
2,11,0,1,4,#体育大赏# 正式开启！回首2022年，@武大靖 @任子威r @青蛙公主爱凌 冬奥圆梦；@陈乐乐Diving 大赛狂揽金牌；@王岚嵚___ 喜获CBA状元。@邓丽娟- 攀岩世界杯4站比赛3站问鼎。中国女篮获世界杯亚军、阿根廷获世界杯冠军，谁给你留下了最深刻的印象，点击 2022微博体育大赏 为他们助力！ ,2023/1/1,18,0,0,体育大赏,2023/1/1 11:49
2,13,0,2,4,【#成都大运会2023年邀请片发布#】新年第一天，成都有客来！第一视角沉浸体验千年成都魅力！今年7月，我们成都见！@成都2021世界大运会 #2023成都见# 成都2021世界大运会的微博视频 ,2023/1/1,16,3,4,"成都大运会2023年邀请片发布,2023成都见",2023/1/1 11:40
2,7,0,1,9,#樊振东孙颖莎年终第一海报# WTT发布2022年度男女单打年终第一官方海报，再次恭喜樊振东和@孙颖莎 ，荣膺年终第一！ ,2022/12/31,141,9,7,樊振东孙颖莎年终第一海报,2022/12/31 16:40
2,14,0,3,4,#顶流冰墩墩回归# #冰墩墩变身兔墩墩# “冰墩墩兔年特别版系列”来啦！兔爷的服饰和兔耳朵等特征与冰墩墩相结合，既体现了中国传统文化的美好祝愿——“幸福安康”，也对即将到来的兔年寄予美好祝福。中国奥委会与国际奥委会进行了反复沟通与协商，“冰墩墩”再回大众视野！央视新闻的微博视频 ,2022/12/29,17,3,8,"顶流冰墩墩回归,冰墩墩变身兔墩墩",2022/12/29 10:00
2,14,0,3,4,#兔墩墩来了# 12月28日，“北京2022冰墩墩兔年特别版系列”正式发布！冰墩墩兔年特别版系列授权产品上线，此次新品是以北京传统民俗中的经典兔子形象“兔爷”为创意点，形成具有民族特色的“兔墩墩”，你心动了嘛？ #冰墩墩变身兔墩墩# ,2022/12/28,219,28,13,"兔墩墩来了,冰墩墩变身兔墩墩",2022/12/28 16:00
2,14,0,2,6,#彩票市场春节休市10天# 近日，财政部发布了2023年彩票休市公告，1月19日0:00至1月28日24:00彩市休市（腊月二十八到正月初七），共10天；国庆节1日-4日共4天。休市期间，除即开型彩票外，停止全国其他类型彩票游戏的销售、开奖和兑奖。彩民朋友们注意哦~ ,2022/12/28,14,3,109,彩票市场春节休市10天,2022/12/28 13:00
2,14,0,3,6,#世界杯手绘大赛# 活动火热收官！和大V原创插画师一起画出世界杯精彩瞬间～相关话题阅读量5330万，原创插画师300+参与重磅资源加持 媒体联动出圈饺子皮表情包花式出场Q版球员球队集结决赛不是终点 画笔勾勒球场上的难忘瞬间更多详情戳大图查看哦↓↓ ,2022/12/27,11,3,4,世界杯手绘大赛,2022/12/27 21:05
2,13,0,1,1,【#UFC年度最佳KO评选#】#微盘点#  💥钱德勒残暴前踢💥爱德华兹惊天反杀💥莫莉-麦肯转身摆肘💥@张伟丽MMA 转身鞭拳哪个是你心中的UFC年度最佳KO？咪咕体育的微博视频 ,2022/12/27,13,3,6,"UFC年度最佳KO评选,微盘点",2022/12/27 18:00
2,11,0,1,1,【#谷爱凌苏翊鸣将参加世界极限运动会#】#谷爱凌出战Xgames三项比赛# 2023年1月27-29日，2023年世界极限运动会（X Games）将在美国阿斯本举行，中国运动员谷爱凌@青蛙公主爱凌 、@苏翊鸣 、蔡雪桐@x桐c 受邀参赛。谷爱凌将参加自由式滑雪女子大跳台、自由式滑雪女子坡面障碍技巧、自由式滑雪女子U型池的比赛。苏翊鸣将参加单板滑雪男子大跳台、单板滑雪男子坡面障碍技巧两个项目。蔡雪桐则将亮相单板滑雪女子U型池。,2022/12/26,1600,69,9,"谷爱凌苏翊鸣将参加世界极限运动会,谷爱凌出战Xgames三项比赛",2022/12/26 18:29
2,13,0,2,4,#亚残运会宣传推广歌曲发布#2022年12月26日，#杭州亚残运会迎来倒计时300天#。杭州亚残组委发布亚残运会宣传推广歌曲《我们都一样》以及盲人门球竞赛项目宣传片，展现亚残运会筹办进展和残疾人事业发展成果，以自信的姿态向全亚洲发出热情邀约。中国蓝新闻的微博视频 ,2022/12/26,12,2,1,"亚残运会宣传推广歌曲发布,杭州亚残运会迎来倒计时300天",2022/12/26 14:40
