性别,项目（足球1 篮球2 网球3 游泳跳水4 田径5 羽毛球6 乒乓球7 体操8 排球9 冰雪项目11 电竞12 其他13 体育无关14）,是否用外号（0无 1有+正面或中性 2有+负面或调侃） ,身份（1运动员 2其余从业者 3非从业者）,类别（1赛事赛场报道 2个人生活 3个人社交媒体活动 4公关宣传 5人际关系 6商业广告 7花边绯闻 8外界评价 9媒体物料 10负面新闻）,正文,日期,点赞数,评论数,转发数,话题
0,1,0,1,1,英超-水晶宫1-1绝平曼联 B费破门！维格霍斯特上演首秀#水晶宫1比1曼联# #B费破门# #德赫亚极限扑救# PP体育的微博视频 ,2023/1/19,12,2,14,"水晶宫1比1曼联,B费破门,德赫亚极限扑救"
0,1,0,1,1,意超杯-国米3-0AC米兰夺冠！劳塔罗破门 迪马尔科哲科建功#国米卫冕意超杯冠军#  #AC米兰0比3国际米兰# PP体育的微博视频 ,2023/1/19,34,6,15,"国米卫冕意超杯冠军,AC米兰0比3国际米兰"
0,1,0,1,1,罗马诺：拜仁签下门兴门将索默 总价950万欧罗马诺：索默加盟拜仁，交易完成，Here We Go！现已与门兴达成全面协议，合同有效期至2025年6月。拜仁将支付800万欧元+150万欧元附加。索默将在接下来的几个小时内接受体检。 ,2023/1/18,36,13,3,
0,1,0,2,1,一个月前，阿根廷卡塔尔世界杯夺冠。 PP体育的微博视频 ,2023/1/18,65,3,8,
0,1,0,1,1,罗马诺：梅西没有收到利雅得新月的任何报价，他将留在大巴黎罗马诺：了解到梅西没有收到利雅得新月的任何报价，尽管在过去几天和几周内被联系在一起。但没有谈话，没有讨论。 我被告知梅西未来的下一步是与巴黎圣日耳曼进行新的会面以续约。梅西将留在巴黎圣日耳曼。 ,2023/1/18,12,4,2,
0,1,0,1,1,IFFHS年度欧洲球员最佳阵容：姆巴佩哈兰德本泽马领衔门将：库尔图瓦(比利时)后卫：邓弗里斯(荷兰)，格瓦迪奥尔(克罗地亚)，范戴克(荷兰)，特奥-埃尔南德斯(法国)中场：莫德里奇(克罗地亚)，德布劳内(比利时)，格列兹曼(法国)前锋：哈兰德(挪威)，本泽马(法国)，姆巴佩(法国) ,2023/1/18,14,3,7,
0,1,0,1,9,根据法国媒体《RMC》提供的最新消息，巴黎圣日耳曼此次前往卡塔尔和沙特之旅大概会有1500万欧元的收入，必要条件是梅西、内马尔和姆巴佩要在活动和比赛中登场。据悉去年巴黎就安排过类似的中东之旅，但因为疫情原因被迫取消。巴黎全队会在当地时间周二晚飞往卡塔尔首都多哈。他们将会在那里参加包括卡塔尔航空在内的多家当地赞助商组织的活动。没有过多休息时间，他们很快将会飞往沙特首都利雅得，与利雅得全明星队进行一场友谊赛，其中不久前加盟利雅得胜利的C罗也将会参加本场比赛。#MMN登场巴黎可赚1500万欧#,2023/1/18,9,0,4,MMN登场巴黎可赚1500万欧
0,1,0,1,4,皇马短片庆贺中国新年：阿拉巴吕迪格PK乒乓球 樊振东助阵 PP体育的微博视频 ,2023/1/18,14,4,1,
0,1,0,2,1,师从瓜帅成绩好！阿尔特塔：英超8分领跑哈维：西甲3分领跑孔帕尼：英冠5分领跑 ,2023/1/18,51,6,2,
0,1,0,2,1,曼联上赛季VS本赛季数据对比比赛：48-29胜利：20-21失利：16-5进球：71-49场均进球：1.48-2.33零封：10-12英超联赛积分：58-38英超场均积分：1.5-2.1 ,2023/1/18,23,5,3,
0,1,0,1,8,哈兰德真的加强了进攻吗？英媒90min晒出了曼城与上赛季同轮次的得失球对比，曼城上赛季18轮进44个球失9个球，而本赛季18轮曼城进46球失18球。本赛季哈兰德包办了46个进球中的个21个，但曼城进攻数据并没有显著增长，反而是防守数据大幅度滑落，丢球多了一倍。#曼城##哈兰德# ,2023/1/17,29,11,4,"曼城,哈兰德"
0,1,0,3,8,你是懂最佳的 沙特娱乐部长：C罗问我他和梅西谁是最佳？我说马拉多纳沙特皇室顾问、娱乐部部长、阿尔梅里亚老板图尔基-阿尔-谢赫(Turki Al-Sheikh)透露，C罗询问他与梅西谁是最佳？图尔基-谢赫上周日会见了C罗，并为他带上了利雅得明星队的队长袖标。图尔基-谢赫接受采访透露：“我和梅西、C罗关系很好，但C罗问了我一个难为情的问题，他说‘谁是最佳，我还是梅西？’”“我告诉他既不是你也不是梅西，对我来说是马拉多纳”。#梅西##c罗#,2023/1/17,12496,513,40,"梅西,c罗"
0,1,0,1,1,近10年五大联赛任意球破门榜：梅西遥遥领先 C罗第五12-13赛季以来五大联赛任意球直接破门榜：梅西——34（373次尝试，破门率9.1%）普劳斯——16（111次尝试，破门率14.4%）皮亚尼奇——15（121次尝试，破门率12.4%）恰尔汗奥卢——14（172次尝试，破门率8.1%）C罗——13（229次尝试，破门率5.7%）帕雷霍——12（143次尝试，破门率8.4%）科拉罗夫——11（106次尝试，破门率10.4%）皮尔洛——11（86次尝试，破门率12.8%）丹尼尔-瓦斯——10（104次尝试，破门率9.6%）迪巴拉——10（79次尝试，破门率12.7%）#梅西# #c罗#,2023/1/17,37,25,5,"梅西,c罗"
0,1,0,1,5,外婆，可能是今天了阿根廷点球大战击败法国，夺得世界杯冠军。国外唇语专家解读了蒙铁尔罚最后一个点球之前，梅西自言自语的内容。梅西当时说道：可能是今天了，外婆。（puede ser hoy abu）梅西的外婆在梅西11岁左右去世。在梅西进球之后，经常都会做的一个庆祝动作双手指向天空，就是纪念外婆的。梅西,2023/1/17,109,4,9,
0,1,0,2,1,如果没有伤病，以切尔西的阵容深度，你觉得他们能进入联赛前四吗？ ,2023/1/17,9,7,1,
0,1,0,1,1,阿森纳600万镑打造青春三叉戟！本赛季25场比赛合力攻入21球12助马丁内利（600万镑引进）：7球3助（英超：7球2助）恩凯蒂亚（青训）：7球1助（英超：2球）萨卡（青训）：7球8助（英超：6球7助） ,2023/1/17,18,7,17,
0,1,0,2,8,超级计算机预测英超：阿森纳6分优势夺冠 纽卡进前四埃弗顿降级1.阿森纳：87.42.曼城：81.43.曼联：74.64.纽卡斯尔联：72.85.布莱顿：62.86.热刺：62.87.利物浦：62.48.布伦特福德：56.29.切尔西：53.010.富勒姆：52.111.阿斯顿维拉：47.812.水晶宫：43.313.利兹联：41.914.西汉姆联：40.915.诺丁汉森林：38.816.莱斯特城：38.117.南安普顿：36.718.狼队：36.319.埃弗顿：33.120.伯恩茅斯：31.0#英超夺冠赔率阿森纳反超曼城#,2023/1/17,13,9,7,英超夺冠赔率阿森纳反超曼城
0,1,0,1,1,利雅得明星联对阵巴黎大名单：队长C罗领衔 恒大旧将塔利斯卡在列利雅得全明星队名单：门将：1-布哈里（利雅得胜利）、21-阿洛瓦伊斯（利雅得新月）后卫：4-阿姆里（利雅得胜利）、78-乌贾米（利雅得胜利）、66-阿卜杜勒哈米德（利雅得新月）、20-张贤秀（利雅得新月）、3-马杜（利雅得胜利）、2-苏丹-哈纳姆（利雅得胜利）、16-纳赛尔-多萨里（利雅得新月）、5-阿里-布莱希（利雅得新月）中场：18-路易斯-古斯塔沃（利雅得胜利）、17-海巴里（利雅得胜利）、8-奥泰夫（利雅得新月）、28-卡努（利雅得新月）、14-萨米-阿尔纳杰（利雅得胜利）、15-马修斯-佩雷拉（利雅得新月）、94-塔利斯卡（利雅得胜利）、10-冈萨洛-马丁内斯（利雅得胜利）前锋：29-萨利姆-多萨里（利雅得新月）、19-安德烈-卡里略（利雅得新月）、11-马雷加（利雅得新月）、7-C罗（利雅得胜利）#利雅得全明星队公布战巴黎名单#,2023/1/17,18,9,0,利雅得全明星队公布战巴黎名单
0,1,0,1,1,意甲-国米1-0维罗纳5轮不败 劳塔罗3分钟闪击+进球被吹第3分钟，姆希塔良带球推进，迪马尔科回敲，加利亚尔迪尼远射被封堵，劳塔罗倒地补射，皮球擦着球门立柱飞入球网，国米1-0取得梦幻开局！第41分钟，姆希塔良左路内切射门，皮球疑似击中对方球员手臂弹出底线，经过VAR审核，认定并不存在手球犯规。第63分钟，国米后场长传球发动进攻，劳塔罗抗开达维多维奇，面对出击的门将挑射破门；主裁判认定劳塔罗在与达维多维奇的对抗中存在犯规行为，进球被判无效。第81分钟，阿斯拉尼前场摆脱后远射造险。#国际米兰1比0维罗纳# #劳塔罗闪击破门#,2023/1/15,18,3,22,"国际米兰1比0维罗纳,劳塔罗闪击破门"
0,1,1,1,1,1亿欧先生here we go！矿工官方：各方很接近就穆德里克转会切尔西达成协议北京时间1月15日凌晨，顿涅茨克矿工官方宣布，俱乐部主席与纳特-艾哈迈托夫和切尔西共同老板埃格巴里讨论了穆德里克加盟切尔西的问题，各方很接近就球员转会达成协议。随后著名转会记者罗马诺更新个人社交媒体，同步了穆德里克的最新情况：“穆德里克加盟切尔西，here we go! 切尔西和矿工之间正在交换文件。这笔交易将耗资1亿欧元，这是这家乌克兰俱乐部一直想要的。”“穆德里克将在（当地时间）今晚飞往伦敦，并在周日接受体检，然后将与切尔西签约至2030年。”#穆德里克加盟切尔西# #切尔西截胡穆德里克#,2023/1/15,16,8,1,"穆德里克加盟切尔西,切尔西截胡穆德里克"
0,1,0,1,1,让二追二！意甲-米兰2-2客平莱切 莱奥＆卡拉布里亚破门第3分钟，卡卢卢后场出球被断，迪弗朗西斯科左路传中，特奥在比林的干扰下不慎将皮球撞进自家球门，莱切主场1-0领先！第23分钟，莱切开出战术角球，赫尤尔曼德右路45度传中，卡卢卢冒顶，巴斯基罗托头球破门，莱切2-0领先！第58分钟，吉鲁左脚推射被对方门将扑出，波贝加补射被对方后卫封堵，莱奥禁区左侧获得球权，随后小角度射门打球门近角得手，米兰1-2扳回一球！第70分钟，波贝加左路45度传中，吉鲁头球摆渡，卡拉布里亚头球破门，经过VAR审核并不越位，进球有效，AC米兰2-2扳平比分！#莱切2比2AC米兰#,2023/1/15,4,1,0,莱切2比2AC米兰
0,1,0,1,1,英超-曼联2-1逆转曼城 B费争议进球！拉什福德制胜球#曼联2比1曼城##曼联9连胜##拉什福德连续7场破门# PP体育的微博视频 ,2023/1/15,40,9,10,"曼联2比1曼城,曼联9连胜,拉什福德连续7场破门"
0,1,0,1,1,英超-布莱顿3-0利物浦 马奇2球1助第47分钟，马蒂普后场出球失误被断，拉拉纳分球左路，三笘薫低平球打向后点，马奇破门，布莱顿1-0领先！第53分钟，弗格森直塞打穿红军防线，马奇禁区左侧打球门远角得手，布莱顿2-0领先！第81分钟，布莱顿利用界外球机会发动进攻，马奇头球摆渡，维尔贝克挑过戈麦斯，右脚劲射破门，布莱顿3-0锁定胜局！#布莱顿3比0利物浦# #马奇梅开二度# #维尔贝克破门#,2023/1/15,9,5,5,"布莱顿3比0利物浦,马奇梅开二度,维尔贝克破门"
0,1,0,1,2,"塔利亚菲科直播时表示，梅西世界杯“窝窝”的话连队内不会西语的队友都会说了。塔利亚菲科说道：世界杯产生的东西很疯狂。最近在里昂训练时，一名不会西语的法国队友对着我说，QUÉ MIRÁS, BOBO（你在看什么，傻瓜）？我说‘这不可能，太疯狂了’，里奥世界杯创造的东西，真是太疯狂了。 ",2023/1/14,79,5,10,
0,1,0,1,1,中国球员身价更新：武磊居首 张玉宁100万次席 艾克森跌至80万1、武磊（上海海港，200万欧元）2、张玉宁（北京国安，100万欧）3、蒋光太（上海海港，80万欧）艾克森（自由身，80万欧）5、谢鹏飞（武汉三镇，70万欧元）6、陈蒲（山东泰山，60万欧）戴伟浚（深圳队，60万欧元）8、程进（浙江队，55万欧）颜骏凌（上海海港，55万欧）王上源（河南嵩山龙门，55万欧）注：这里所说的“中国球员”指“第一会籍”为中国足协的球员，不含港澳台球员，不含尚未代表中国出场正式比赛的归化球员。,2023/1/14,25,11,23,
0,1,0,1,1,意甲-那不勒斯5-1终结尤文8连胜 奥斯梅恩2射1传 PP体育的微博视频 ,2023/1/14,20,2,2,
0,1,0,1,1,意甲第18轮，那不勒斯5-1尤文。上半场，奥斯梅恩头球破门，克瓦拉茨赫利亚推射建功，迪马利亚推射扳回一分。下半场，克瓦拉茨赫利亚助攻拉马尼抽射破门，奥斯梅恩扩大比分，埃尔马斯折射破门。#尤文1-5惨败那不勒斯#  ,2023/1/14,13,6,13,尤文1-5惨败那不勒斯
0,1,0,1,1,#c罗造访皇马训练#目前皇马正在沙特利雅得胜利基地训练，备战西超杯决赛。 PP体育的微博视频 ,2023/1/14,43,12,4,c罗造访皇马训练
0,1,0,1,5,老队友重聚！C罗今日造访皇马训练皇家马德里正在沙特利雅得胜利基地训练，备战西超杯决赛。现场视频显示，C罗现身训练场，造访皇马训练C罗皇家马德里 PP体育的微博视频 ,2023/1/13,81,10,11,
0,1,0,2,1,你怎么知道阿森纳排名英超第一的据英超官方消息，阿森纳主教练阿尔特塔11月和12月率队4战全胜，当选英超官方11月&12月最佳教练；队内挪威中场厄德高贡献3球3助攻，当选11月&12月最佳球员阿森纳 ,2023/1/13,19,1,1,
0,1,0,1,10,足协公布对泰山外援克雷桑处罚决定：停赛3场罚款1.5万元，你怎么看？中国足球协会纪律委员会依据《中国足球协会纪律准则》第五十三条、第一百一十条之规定，作出如下处罚：一、对山东泰山足球俱乐部队9号球员克雷桑-巴塞洛斯予以停赛3场；二、罚款人民币1.5万元。山东泰山#足协杯决赛# ,2023/1/13,31,16,4,足协杯决赛
0,1,0,2,8,知道你很急，但你先别急《阿斯报》龙赛罗怒喷FIFA最佳球员候选名单：奖全发给阿根廷人得了！FIFA公布了年度最佳球员的14人候选名单后，龙赛罗在六台节目中炮轰FIFA的评选标准。他表示：“FIFA把所有奖项都颁给阿根廷人就完事了。”梅西#fifa世界足球先生# ,2023/1/13,561,94,9,fifa世界足球先生
0,1,0,1,1,世界足球先生热门梅西、姆巴佩、本泽马2022全年数据荣誉一览FIFA官方昨日公布了世界足球先生的候选名单，梅西、姆巴佩、本泽马在列。三人2022年全年数据、荣誉一览梅西：51场35球30助，错失重大机会最少（18次），创造机会最多（39次）、带球过人最多（157次）、全场最佳最多（23次），平均得分最高（8.18分）团队荣誉：世界杯冠军、欧美杯冠军、法甲冠军、法国超级杯冠军个人荣誉：世界杯金球、世界杯银靴、欧美杯最佳球员、法国超级杯最佳球员破纪录：2022世界杯淘汰赛每轮都有进球姆巴佩：56场56球17助，射门中目标最多（132次）、收到重大机会最多（60次）、进球以及助攻赢得的分数最多、比赛制胜球最多（22）、进球贡献比（40.58%）及进球、助攻贡献比（52.9%）最高团队荣誉：法甲冠军（注：姆巴佩因停赛未随巴黎参加法国超级杯比赛）个人荣誉：世界杯金靴、世界杯银球、法甲最佳射手、法甲最佳球员破纪录：1966年后第一位世界杯决赛帽子戏法球员本泽马：39场33球8助团队荣誉：欧冠冠军、欧洲超级杯冠军、西班牙超级杯冠军个人荣誉：西甲最佳射手、西甲最佳球员、欧冠最佳射手、欧冠最佳球员、金球奖破纪录：欧冠单届淘汰赛最多进球,2023/1/13,443,44,23,
0,1,0,1,1,21世纪足球运动员出场次数TOP10：C罗第一梅西第三 伊布哈维上榜1、C罗，1145次2、阿尔维斯，1033次3、梅西，1004次4、卡西利亚斯，974次5、穆蒂尼奥，958次6、伊布拉希莫维奇，948次7、莫德里奇，947次8、远藤保仁，941次9、哈维，937次10、拉莫斯，935次 ,2023/1/13,258,58,10,
0,1,0,1,10,停赛3场让蓝军损失近200万英镑！菲利克斯这张红牌有点贵英超联赛第7轮补赛，切尔西客场1-2不敌升班马富勒姆，蓝军冬窗新援菲利克斯首秀染红，并将接受停赛3轮的处罚。为了引进菲利克斯，切尔西不仅要向马竞支付约为900万镑的租借费，还要承担球员租借期间的全额工资（约为600万镑），总支出达到惊人的1500万镑。考虑到切尔西国内杯赛已全部出局，蓝军本赛季剩余比赛只剩下23场比赛（21场联赛，包含1-2客负富勒姆的比赛；2场欧冠1/8决赛）。这意味着菲利克斯平均每代表蓝军出场1次，切尔西就要为其支付65万镑，3场停赛将令蓝军损失195万镑。#菲利克斯首秀红牌#,2023/1/13,22,8,7,菲利克斯首秀红牌
0,1,0,1,1,C罗首次无缘FIFA年度最佳球员候选名单FIFA官方公布2022年度最佳球员14人候选，梅西、本泽马、姆巴佩、哈兰德入选，转投沙特联赛的C罗无缘候选名单。这是自2016年该奖项创立以来，C罗首次无缘入选FIFA年度最佳候选名单。 ,2023/1/13,49,13,6,
0,1,0,1,3,德约科维奇模仿梅西采访名场面 神还原“给你俩窝窝”#德约科维奇模仿梅西采访名场面# PP体育的微博视频 ,2023/1/13,20,1,3,德约科维奇模仿梅西采访名场面
0,1,0,1,1,菲利克斯是懂中国春节的！首秀染红停赛3场 从小年儿“歇”过元宵节英超联赛第7轮补赛，切尔西客场1-2不敌升班马富勒姆。蓝军冬窗新援菲利克斯首秀染红，并将接受停赛3轮的处罚。菲利克斯将在2月11日，对阵西汉姆联的英超联赛中迎来复出。从农历腊月廿二开始，一直到正月二十，菲利克斯没有任何一线队的比赛任务，实现了从小年儿“歇”过元宵节的超长“春节假期”。#菲利克斯首秀红牌##富勒姆2比1切尔西#,2023/1/13,17,5,8,"菲利克斯首秀红牌,富勒姆2比1切尔西"
0,1,0,1,1,意大利杯-迪巴拉替补破门小曼奇尼助攻 罗马1-0热那亚晋级8强 PP体育的微博视频 ,2023/1/13,30,2,1,
0,1,0,1,1,西超杯-莱万破门法蒂建功 巴萨点球6-4贝蒂斯决赛将战皇马#贝蒂斯4比6巴萨##西超杯决赛巴萨对阵皇马# PP体育的微博视频 ,2023/1/13,23,3,11,"贝蒂斯4比6巴萨,西超杯决赛巴萨对阵皇马"
0,1,0,1,1,英超-富勒姆2-1切尔西 菲利克斯首秀染红！威廉弑旧主#富勒姆2比1切尔西##菲利克斯首秀红牌##切尔西近10场仅取得2胜# PP体育的微博视频 ,2023/1/13,9,2,12,"富勒姆2比1切尔西,菲利克斯首秀红牌,切尔西近10场仅取得2胜"
0,1,0,1,1,普斯卡什奖进球候选：特奥奔袭+姆巴佩决赛凌空斩 理查利森倒钩#2022普斯卡什奖候选# PP体育的微博视频 ,2023/1/13,166,31,21,2022普斯卡什奖候选
0,1,0,1,1,足坛租借费用排名：莫拉塔包揽前二 菲利克斯上榜1.莫拉塔（2020-21赛季，马竞-尤文图斯，2000万欧）2.莫拉塔（2018-19赛季，切尔西-马德里竞技，1800万欧）3.洛塞尔索（2019-20赛季，皇家贝蒂斯-热刺，1600万欧）4.萨帕塔（2018-19赛季，桑普多利亚-亚特兰大，1400万欧）5.J罗（2017-18赛季，皇家马德里-拜仁慕尼黑，1300万欧）6.特维斯（2007-08赛季，西汉姆-曼联，1270万欧）7.基耶萨（2020-21赛季，佛罗伦萨-尤文图斯-1260万欧）8.巴雷拉（2019-20赛季，卡利亚里-国际米兰，1200万欧）9.伊哈洛（2019-20赛季，上海绿地申花-曼联，1200万欧）10.德斯特罗（2012-13赛季，热那亚-罗马，1150万欧）11.菲利克斯（2022-23赛季，马德里竞技-切尔西，1100万欧）12.伊瓜因（2018-19赛季，尤文图斯-AC米兰，1020万欧）13.格列兹曼（2021-22赛季，巴塞罗那-马德里竞技，1000万欧）14.库卢塞夫斯基（2021-22赛季，尤文图斯-热刺，1000万欧）15.门迭塔（2002-03赛季，拉齐奥-巴塞罗那，900万欧）,2023/1/12,15,7,11,
0,1,0,2,1,五大联赛失球排行榜：巴萨16轮仅丢6球排第一！尤文、纽卡紧随其后德国转会市场统计了五大联赛中球队的失球排行，其中西甲领头羊巴塞罗那的丢球数最少，16轮联赛目前仅丢6球。具体排名如下：1、巴塞罗那 16轮失6球2、尤文图斯 17轮失7球3、纽卡斯尔联 18轮失11球4、朗斯 17轮失11球5、比利亚雷亚尔 16轮失12球6、那不勒斯 17轮失13球7、巴黎圣日耳曼 17轮失13球8、皇家贝蒂斯 16轮失13球9、拜仁慕尼黑 15轮失13球10、阿森纳 17轮失14球,2023/1/12,46,14,224,
0,1,1,1,1,五大联赛三叉戟进球排行：巴黎MMN47球领跑近日德国转会市场网统计了欧洲五大联赛进攻三叉戟的进球数辆（包含联赛、本土杯赛、欧联、欧冠）排在前五位的组合，巴黎的MMN组合以47粒进球，排在首位。排名如下：1、巴黎 姆巴佩（20）、内马尔（15）、梅西（12） 总进球数：472、曼城 哈兰德（27）、福登（9）、阿尔瓦雷斯（8） 总进球数：443、利物浦 萨拉赫（17）、努涅斯（10）、菲尔米诺（9） 总进球数：364、拜仁 穆西亚拉（12）、马内（11）、舒波-莫廷（11） 总进球数：345、莱比锡 恩昆库（17）、维尔纳（9）、安德烈-席尔瓦（7） 总进球数：33,2023/1/12,107,17,5,
0,1,0,1,1,意大利杯-AC米兰加时0-1遭十人都灵淘汰 CDK吉鲁失良机#AC米兰0比1都灵# #AC米兰止步意大利杯16强# PP体育的微博视频 ,2023/1/12,6,1,2,"AC米兰0比1都灵,AC米兰止步意大利杯16强"
