性别,项目（足球1 篮球2 网球3 游泳跳水4 田径5 羽毛球6 乒乓球7 体操8 排球9 冰雪项目11 电竞12 其他13 体育无关14）,是否用外号（0无 1有+正面或中性 2有+负面或调侃） ,身份（1运动员 2其余从业者 3非从业者）,类别（1赛事赛场报道 2个人生活 3个人社交媒体活动 4公关宣传 5人际关系 6商业广告 7花边绯闻 8外界评价 9媒体物料 10负面新闻）,正文,日期,点赞数,评论数,转发数,话题
0,1,0,1,8,德转评世界杯决赛最佳阵：梅西、姆巴佩领衔，吉鲁&阿尔瓦雷斯在列本届世界杯决赛开战在即，德转也评选出决赛双方最佳11人阵容，其中梅西、姆巴佩领衔，吉鲁、阿尔瓦雷斯在列。以下为具体阵容：马丁内斯（阿根廷）特奥（法国）、C-罗梅罗（阿根廷）、瓦拉内（法国）、孔德（法国）姆巴佩（法国）、格列兹曼（法国）、恩佐-费尔南德斯（阿根廷）、梅西（阿根廷）吉鲁（法国）、阿尔瓦雷斯（阿根廷）,2022/12/18,19,0,328,
0,1,0,1,1,友谊赛-阿森纳0-2尤文图斯第22分钟，尼尔森受伤无法坚持被马尔基尼奥斯换下。第33分钟，恩凯蒂亚破门被吹越位在先，进球无效。第34分钟，法比奥-米雷蒂后场出球失误，恩凯蒂亚推射击中立柱。第45分钟，扎卡头球解围自摆乌龙！尤文1-0！第60分钟，加蒂解围自摆乌空，裁判判罚加布里埃尔犯规在先，进球被判无效。下半场补时第1分钟，伊令禁区左侧小角度射门，皮球击中霍尔丁身体后弹射入网，尤文2-0锁定胜局！,2022/12/18,11,2,218,
0,1,0,1,1,友谊赛-贝蒂斯1-1国米 哲科进球被吹！达米安救主第24分钟，戈森斯越位在先送出传中，哲科门前包抄破门被判无效。第83分钟，胡安米抢点头球破门打破僵局，贝蒂斯1-0领先！第84分钟，达米安后点凌空斩破门迅速扳平比分，国米1-1贝蒂斯！ ,2022/12/18,10,0,2,
0,1,0,1,1,世界杯-克罗地亚2-1摩洛哥夺得季军第7分钟，克罗地亚获得前场左侧任意球机会，莫德里奇虚晃一枪，马耶尔将皮球吊向禁区，佩里西奇禁区左侧头球摆渡，格瓦迪奥尔头槌俯冲破门，克罗地亚1-0领先！第9分钟，齐耶赫主罚前场右侧任意球传中，达里抢在利瓦科维奇身前头球攻门扳平比分，摩洛哥1-1！第42分钟，克罗地亚前场高位逼抢后利瓦亚分球到左路，曾效力中超的奥尔西奇禁区左侧小角度兜射打出弧线球，球击中右门柱弹进网，克罗地亚2-1再次取得领先！全场战罢，克罗地亚2-1击败摩洛哥夺得季军。#克罗地亚2比1摩洛哥##克罗地亚获得世界杯季军#,2022/12/18,17,2,3,"克罗地亚2比1摩洛哥,克罗地亚获得世界杯季军"
0,1,0,1,1,罗马诺：巴黎未来几周为梅西送上续约报价 希望他至少再留队一年根据转会名记罗马诺的消息，巴黎圣日耳曼将在未来几周为梅西送上续约报价。罗马诺在推特表示：巴黎圣日耳曼将在未来几周内向梅西送上续约报价，俱乐部的所有人都希望里奥留下来，至少再效力一个赛季。梅西将在2023年做出决定，迈阿密国际尝试接触梅西，但双方没有达成任何协议，巴黎现在将开始推进与梅西的续约。,2022/12/17,35,3,0,
0,1,0,1,1,记者：英足总有希望挽回索斯盖特 一月再进行会谈据英国媒体记者亨利-温特尔（Henry Winter）的消息，英足总和索斯盖特的会谈将会在1月举行。索斯盖特在结束了世界杯的带队后，想要离开英格兰的帅位，这也引发了不少的讨论。记者亨利-温特尔在社交媒体上写道：“英足总已经告知了索斯盖特，将在1月初与他进行‘全面的会谈’，届时索斯盖特会汇报自己的工作。这一举动可以理解为，索帅能在圣诞节和新年之际，先与家人一起放松，让自己的‘能量’得到恢复，未来继续发挥作用。”,2022/12/17,8,1,0,
0,1,0,1,1,克罗地亚VS摩洛哥首发：莫德里奇PK齐耶赫 佩剑科瓦契奇出战！北京时间12月17日23:00，2022年卡塔尔世界杯季军争夺战展开较量，克罗地亚迎战摩洛哥，赛前两队公布了本场比赛的首发阵容。克罗地亚首发：1利瓦科维奇；24苏塔洛，2斯坦尼西奇，19格瓦迪奥尔，4佩里希奇；7马耶尔，8科瓦契奇，10莫德里奇；9克拉马里奇，14利瓦亚，18奥尔西奇克罗地亚替补：12格尔比奇、23伊武希奇；3巴里希奇、5埃尔利奇、6洛夫伦、11布罗佐维奇、13弗拉希奇、15帕萨利奇、16佩特科维奇、17布季米尔、19索萨、21维达、22尤拉诺维奇、25苏契奇、26亚基奇摩洛哥首发：1布努；2阿什拉夫，18埃尔-亚米克，20达里，25阿拉；4阿姆拉巴特；7齐耶赫，23哈努斯，11萨比里，17鲍法尔；19恩-内斯里摩洛哥替补：穆尼尔，塔纳乌蒂；阿格尔德，赛斯，欧纳希，哈姆达拉，扎鲁里，查伊尔，阿布哈拉勒，阿马拉，阿布德，谢迪拉，贝农，贾布拉内,2022/12/17,20,0,2,
0,1,0,1,1,罗体：穆帅已拒绝葡萄牙国家队 准备与罗马谈个人续约据《罗马体育报》报道，穆里尼奥已拒绝葡萄牙国家队的邀请，准备与罗马主席接触，商谈引援和个人续约问题。报道称，葡萄牙足协确实邀请穆里尼奥担任新任国家队主帅，不过穆里尼奥也已经拒绝了葡萄牙足协的邀请，因为穆里尼奥想专注于与罗马一同实现目标，至少这个赛季依然如此。,2022/12/17,34,6,6,
0,1,0,1,1,Here We Go！罗马诺：恩昆库将在明夏加盟切尔西根据转会名记罗马诺的消息，莱比锡前锋恩昆库明夏加盟切尔西，转会已经100%完成。罗马诺在推特表示：克里斯多夫-恩昆库加盟切尔西的交易，已经签字盖章。Here We Go！所有的文件和合同也都签好了，转会已经100%完成了。法国前锋可以被认为是切尔西的新球员，从2023年7月开始。莱比锡和球员方面都完成了签字。,2022/12/17,18,5,0,
0,1,0,1,8,德转评本届世界杯最佳球员候选：梅西、姆巴佩领衔 阿尔瓦雷斯在列北京时间12月17日傍晚，德转评选本届世界杯最佳球员候选，4名球员分别是梅西、姆巴佩、阿尔瓦雷斯以及摩洛哥的阿姆拉巴特。 ,2022/12/17,25,11,0,
0,1,0,1,1,队报预测法国首发：姆巴佩搭档吉鲁 萨利巴或顶替瓦拉内出战队报称，德尚的计划却被一场席卷法国队的病毒打乱了。流感导致拉比奥和乌帕梅卡诺错过了半决赛同摩洛哥的比赛，现在已经扩散到其他球员身上——尤其是瓦拉内和科纳特身上。瓦拉内缺席了周五的训练，如果他缺席周日下午的训练，那么萨利巴可能会出现在一个不太可能的首发名单上，到目前为止，他只在对阵突尼斯的比赛中出场。法国世界杯决赛首发预测：洛里；孔德，瓦拉内(或萨利巴)， 于帕梅卡诺，特奥-埃尔南德斯；格列兹曼，楚阿梅尼，拉比奥-登贝莱，吉鲁，姆巴佩,2022/12/17,20,3,108,
0,1,1,1,1,FIFA发布季军战海报：见证魔笛最后一舞 摩洛哥书写非洲神话北京时间12月17日23:00，2022年卡塔尔世界杯季军战即将打响，克罗地亚迎战摩洛哥，赛前FIFA官方发布比赛海报。这是一场没有败者的比赛，坚韧不拔的格子军团克罗地亚与一路过关斩将的黑马摩洛哥会师季军战。两位中场核心将在卡塔尔世界杯季军战中一决高下。我们将见证莫德里奇的世界杯最后一舞，也或将见证非洲球队书写的神话。我们为他们献上掌声，我们为他们的传奇表现喝彩！那么，球迷朋友们觉得谁能取胜呢？,2022/12/17,14,5,2,
0,1,0,1,1,菲戈：梅西展现了才华和球技 法国各条线最强能最后夺冠北京时间12月17日，葡萄牙名宿菲戈接受了国内媒体的采访，在采访中菲戈谈到了本届世界杯，并预测法国队将获得冠军。如何评价梅西本届世界杯的表现？梅西就是梅西，展示了他的才华和高超的球技，帮助阿根廷队实现伟大的目标，努力成为世界杯的冠军。我觉得他在比赛中的表现很好。预测本届世界杯的冠军？从现在的情况看，法国队的各条线是最强的，理论上他们应该能走到最后。,2022/12/17,15,5,1,
0,1,0,1,1,#世界杯#【世界杯总进球数排行：1998年&2014年171球居首，本届已进163球】本届卡塔尔世界杯能够打破单届世界杯比赛进球数吗？（目前还剩两场：季军战-克罗地亚VS摩洛哥，冠军战-法国VS阿根廷）到目前为止，卡塔尔世界杯在决赛和三四名决赛还没有开始的情况下，各支球队共计打进163球，在世界杯的官方统计数据中，这一数字已经排在第四位。到目前为止，总进球数最多的2014年巴西世界杯和1998年法国世界杯，这两届比赛总进球数都达到了171球，排在第三位的是2018年的俄罗斯世界杯，总进球数为169球。,2022/12/17,11,7,3,世界杯
0,1,0,1,1,#法国VS阿根廷#【队报：梅西和姆巴佩算不上朋友，互相尊重+场外见面少+有各自圈子】世界杯决赛即将打响，梅西率领的阿根廷对上姆巴佩领衔的法国。法国《队报》撰文谈到身为俱乐部队友的两人关系。队报认为，如果必须总结梅西和姆巴佩之间的关系，那就是两人高度地互相尊重。姆巴佩的强势表现令众人折服，梅西也明白他是一个与众不同的球员。为了能在巴黎赢得欧冠，姆巴佩的存在对于梅西来说很重要。梅西在获得第七次金球奖后，姆巴佩也对梅西送上自己的肯定。随着姆巴佩续约巴黎，梅西和他的关系越来越亲近。梅西没有去寻求队内第一的位置，他明白姆巴佩是球队当时最重要的资产，因此他从团队和共同利益点出发，让双方的联系更加顺畅。在梅西得知姆巴佩续约那天，前者曾向家人吐露心声：“这对我们来说真是个好消息！”然而，梅西和姆巴佩的关系来自职业的态度，严格来说他们两个算不上朋友。除了偶尔的团队聚会，两人很少在球队外头见面。不过在训练中，他们会就技术和动作进行了互相交流，了解彼此的习惯。如果说内马尔和姆巴佩的情况更复杂，那梅西和姆巴佩对待双方的关系一直保持着建设性态度。比如，在“点球门”（8月13日巴黎vs蒙彼利埃，姆巴佩和内马尔争夺点球）期间，梅西曾在队内谨慎地说了一些话以缓和紧张的态势。不过，每个人都有自己更加亲近的圈子。梅西和帕雷德斯、迪马利亚、维拉蒂关系更好，姆巴佩则是和阿什拉夫、拉莫斯、纳瓦斯、埃基蒂克等。并且，两个圈子的球员在训练中偶尔也会发生摩擦导致关系紧张。,2022/12/17,51,8,1,法国VS阿根廷
0,1,0,1,7,【全美国各州球员搜索排行：梅西在32个州领先，C罗拿下16个州】根据Stats Perform在2022年的数据，梅西和C罗是美国各州搜索（访问球员各自的官方页面）最多的球员。其中，梅西在全美国32个州中领先，C罗则是在16个州领先。另外，这个数据在全美国50个州中只有两个州不被梅罗所把持，一个是新墨西哥州——德国中场维尔茨，一个是罗德岛州——里昂中场卡克雷。新墨西哥州方面，该州只有8%的德国血统人口，维尔茨领先的原因可能是：勒沃库森所有者拜耳制药在今年进行了其位于新墨西哥州开展业务100年的庆典，同时在托卢卡设有大型工厂。罗德岛州方面，他们搜索里昂中场卡克雷更多的原因之一可能是美国的里昂支持者的一些主要推特账号来自这里，还有就是美国商人特克斯特正打算收购里昂。,2022/12/17,32,4,9,
0,1,0,2,10,【还有料！媒体人：有人实名举报，某俱乐部主帅找李铁交易国脚名额】据媒体人李平康持续跟进李铁案相关消息，15日下午，有人都湖北监委实名举报，国内某俱乐部主帅与李铁交易国脚名额。李平康透露：“国内某俱乐部主教练曾找到李铁，表示自己签某球员的承诺是令其入选国足，希望李铁能帮忙，后来该球员成功进入国足，也加盟了这位教练员所在的俱乐部。 ”,2022/12/17,57,25,7,
0,2,0,1,1,#姚明连任# 【新华社：姚明连任中国篮协主席】你看好在姚主席的连任下，中国男篮再创辉煌吗？据新华社消息，中国篮球协会17日以线上形式召开换届会议，姚明连任中国篮球协会主席。  ,2022/12/17,19,9,8,姚明连任
0,1,0,1,1,【每体盘点预计不会出战下届世界杯球员：梅罗、内马尔、本泽马在列】随着阿根廷和法国之间的决赛即将打响，卡塔尔世界杯在接近一个月的时间里终将落下帷幕。对于一些老将而言，他们很难出现在2026年世界杯的赛场上，《每日体育报》对此进行了盘点......1、本泽马：34岁2、阿尔维斯：39岁3、迪马利亚：34岁4、吉鲁：36岁5、布斯克茨：34岁6、内马尔：30岁7、洛里：35岁8、阿尔巴：33岁9、C罗：37岁10、诺伊尔：36岁11、蒂亚戈-席尔瓦：38岁12、苏亚雷斯：35岁13、佩佩：39岁14、戈丁：36岁15、穆勒：33岁16、贝尔：33岁17、梅西：35岁18、奥乔亚：37岁19、莱万：34岁20、奥塔门迪：34岁21、瓜尔达多：36岁22、莫德里奇：37岁,2022/12/17,36,10,113,
0,1,0,1,3,#法国VS阿根廷# 【梅西INS晒训练照备战世界杯决赛 表情严肃目光坚定】梅西能否夺得世界杯冠军？个人能否夺得世界杯金靴？北京时间本周日晚11点，阿根廷将在世界杯决赛中迎战法国，现在两队都在积极备战之中。梅西今天就在社交平台晒出自己的训练照，看起来眼神坚定。 ,2022/12/17,29,3,105,法国VS阿根廷
0,1,0,1,8,【埃弗拉：C罗现在所做的事搞得好像他很糟糕，他若退役我不会吃惊】你觉得C罗会退役吗？曼联名宿埃弗拉接受《天空体育》采访谈到前队友C罗，他认为就算C罗现在决定退役他也不会吃惊。埃弗拉：我和他交流的时候，并不会去询问他下一步的打算，我们谈的更多是关于生活和家庭方面。我不知道，我真的不知道C罗是否会退役。当你受到那么多的批评，尤其又在职业生涯的末期，这时你可能会说‘好吧，时候停下脚步了’。更甚的是，（考虑到）C罗现在无法成为国家队首发，而他又想上场踢球和保持身体状态。和国家队一起赢得世界杯曾经是他的梦想，而这个梦想已经破灭了。我不是在为C罗说话，但如果他说‘我要退役了’，我也不会感到吃惊，因为现在C罗所做的所有事，搞得好像他是一个坏蛋，糟糕的球员一样。如果他决定退役，我真的不会感到惊讶。,2022/12/17,99,25,111,
0,1,0,1,8,#法国VS阿根廷# 【范加尔：梅西是全世界最有威胁的球员，但他对无球阶段贡献很少】接受记者采访时，范加尔谈到了关于梅西的话题。范加尔表示：“梅西确实是世界足坛中最具威胁的球员，他总能制造非常多的机会，并且很多时候单凭自己一人就能创造机会。”“但与此同时，梅西也有他的不足之处，比如他很少参与到球队的无球阶段，而在对阵阿根廷的时候，我也是基于这一点提高了我们的胜算。”,2022/12/17,240,38,112,法国VS阿根廷
0,1,0,1,1,#C罗找下家# 【马卡记者辟谣C罗皇马传闻：双方关系良好，但仅此而已】记者José Félix Díaz报道，C罗和皇马目前关系良好，但除此之外双方没有任何其他关联。当地时间本周四，C罗驾车至皇马巴尔德贝巴斯基地训练，此前有媒体透露，C罗获得了皇马许可，将在巴尔德贝巴斯基地的一块球场单独训练，迷你罗也与父亲一起训练。,2022/12/17,15,2,0,C罗找下家
0,1,0,2,2,意甲名宿米哈伊洛维奇因白血病不幸去世，享年53岁意甲名宿米哈伊洛维奇的家人发布讣告，米哈伊洛维奇因白血病不幸去世，享年53岁。米哈在2019年7月确诊急性白血病，但45天后他就重返教练席，此后米哈一边执教一边治疗，在三轮化疗后接受了骨髓移植，完全康复，近两年未曾复发。2022年3月26日，在博洛尼亚的赛前新闻发布会上，米哈伊洛维奇透露，自己的白血病复发。米哈伊洛维奇，1969年生于前南斯拉夫，是意甲传奇球星。米哈曾效力过贝尔格莱德红星、罗马、桑普多利亚、拉齐奥、国际米兰等多家俱乐部。,2022/12/16,33,9,19,
0,1,0,1,1,顶流！马卡：梅西的阿根廷球衣在全球范围内售罄据《马卡报》报道，梅西的阿根廷球衣在全球范围内售罄，无论是在布宜诺斯艾利斯、马德里、多哈、东京......阿迪达斯商店里印有10号和梅西名字的球衣已经断货。断货导致了假货的猖獗，收到大量投诉的阿根廷足协几天前表示：“我们对此无能为力，尽管更多的销售符合我们的利益。这是阿迪达斯的事。”阿迪达斯方面解释说他们也无法在一夜之间增加产量。,2022/12/16,30,10,5,
0,1,0,2,1,FIFA官方：2022世俱杯将于明年2月在摩洛哥举行 FIFA官方消息，2022年的世俱杯将于明年2月在摩洛哥举行。本届世俱杯赛由东道主球队首先与大洋洲冠军队展开对决，胜者晋级1/4决赛。代表东道主出战的将是上赛季阿联酋联赛冠军艾因队。其他几大洲的冠军队伍包括：欧洲代表西班牙皇马队、南美代表巴西弗拉门戈队、中北美洲代表美国西雅图海湾者队、非洲代表摩洛哥维达德队以及大洋洲代表新西兰奥克兰城队。,2022/12/16,29,13,114,
0,1,0,1,7,"风靡世界？梅西金句“给你俩窝窝”成国外一啤酒宣传片广告词梅西在对荷兰赛后飙出的句子“给你俩窝窝”（Què miras, babau）让球迷印象深刻。近日，国外一啤酒品牌将“给你俩窝窝”这句话加入广告片中。“给你俩窝窝”（Què miras, babau）的中文意思是：你在看什么？笨蛋 ",2022/12/16,35,8,10,
0,1,1,1,8,奥莱报头版：梅西是现在的王，他值得用世界杯冠军为自己加冕奥莱报今日头版：鼓励梅西！头版小字写道：世界各地的足球传奇告诉奥莱报，梅西是现在的王，他值得用世界杯为自己的生涯加冕。12月18日23点，世界杯决赛，梅西领衔的阿根廷将与卫冕冠军法国争冠。#世界杯# ,2022/12/16,19,3,1,世界杯
0,1,0,1,8,内维尔：梅西是世界杯最佳 姆巴佩身处的团队更强大在天空体育的节目中，英格兰名宿加里-内维尔谈到了本届世界杯最佳球员的话题，内维尔表示自己会选梅西，因为姆巴佩的法国比梅西的阿根廷整体要更强大。“我会说是梅西，因为我认为姆巴佩身处于一支比梅西的球队更好的队伍。我想姆巴佩身边有很多很棒的球员，而梅西，你可以看看他身边的球员——别误会我的意思，他们的水平很高。”“实际上我在阿根廷对阵克罗地亚比赛的最后五分钟拍了一张照片，有10名阿根廷球员在禁区附近防守，这真的是对阿根廷的一种总结。对梅西来说，世界杯确实就像一种使命，不是吗？”,2022/12/16,23,12,7,
0,1,0,2,1,#世界杯# 决赛预测谁会成为最后的胜利者？ ,2022/12/16,31,18,1,世界杯
0,1,0,1,1,恐怖胜率！瓦拉内17次决赛15胜 仅输掉14年西超18年欧超卡塔尔世界杯决赛，法国将迎来与阿根廷的比赛。这也是法国中卫瓦拉内的第二次世界杯决赛之旅。据统计，瓦拉内在他参加的17场决赛中赢了15场，胜率为88%。他输掉仅有的两场决赛是2014年西班牙超级杯和2018年欧洲超级杯，他所效力的皇家马德里在决赛中不敌对手。,2022/12/16,31,9,119,
0,1,0,2,1,葡媒：穆里尼奥同意接手葡萄牙国家队 但要带罗马到赛季结束葡萄牙媒体晨邮报的消息，穆里尼奥愿意接手葡萄牙国家队，但是有附加条件。该媒体表示，穆里尼奥希望能够带完罗马至本赛季结束，并且希望得到一份为期四年的合同。罗马队目前正在葡萄牙的阿尔加维进行冬训，据悉，葡萄牙足协主席费尔南多-戈麦斯准备前往该地与穆里尼奥进行会谈。,2022/12/16,36,6,8,
0,1,0,1,1,梅西09年以来306次获得全场最佳 占所参加比赛52%梅西本届世界杯表现出色，已经4次获得全场最佳。据媒体统计，自2009年以来，梅西已经306次获得了全场最佳，在他参加的所有比赛中占比高达52%。 ,2022/12/16,36,5,5,
0,1,0,1,8,波尔图主席：C罗有价值 但葡超球队给不起薪水葡萄牙波尔图俱乐部主席平托-达-科斯塔接受了媒体采访，媒体问他，是否能想象C罗回到葡萄牙足坛的场景。“这取决于他和感兴趣的俱乐部。但在葡萄牙，没有人有能力给C罗他满意的工资，而且是他希望得到的那种金额。” ,2022/12/16,19,2,12,
0,1,0,1,2,心情不错！有球迷拍到C罗面带笑容驾车前往皇马基地训练当地时间周四，C罗驾车至皇马巴尔德贝巴斯基地训练，由视频可见C罗驾车时面带笑容心情不错。C罗获得了皇马许可，将在巴尔德贝巴斯基地的一块球场单独训练，迷你罗也与父亲一起训练。 ,2022/12/16,71,17,5,
0,1,0,2,1,官方：68岁葡萄牙主帅桑托斯正式离任 结束8年国家队执教桑托斯现年68岁，2014年9月接过葡萄牙主帅一职，他与国家队的合同2024年欧洲杯后到期。桑托斯带队打了两届世界杯和两届欧洲杯，成绩分别是2016欧洲杯冠军、2018世界杯16强、2020欧洲杯16强和2022世界杯8强。此外，桑托斯带队获得了第一届欧国联冠军。本届世界杯，葡萄牙小组赛2胜1负头名出线，1/4决赛不敌摩洛哥，止步八强。,2022/12/16,35,11,114,
0,1,0,1,1,拉响警报🚨世体：梅西在半决赛中左腿腿筋不适 缺席了阿根廷队周四的训练据西班牙《世界体育报》报道，梅西在半决赛中左腿腿筋不适，缺席了阿根廷周四的训练。在对阵克罗地亚的比赛中，梅西左腿腿筋不适，在赛后的采访中梅西表示自己身体无大碍。目前，梅西不适的程度仍然未知，但毫无疑问他会准备好参加即将到来的世界杯决赛。,2022/12/16,185,39,17,
0,1,0,1,1,迪马济奥：C罗本想在纽卡踢半年再去沙特 但这笔交易已经黄了迪马济奥接受荷兰媒体的采时谈到了C罗的下家问题。迪马济奥表示：“C罗收到的唯一报价来自利雅得胜利。他们在夏天就已经想要他了，现在摆在桌面上的是一份年薪2亿欧元的两年半合同。”“C罗其实很想留在欧洲，但他没收到欧洲俱乐部的具体报价，除了来自纽卡的。他的想法是在那里踢半年，然后再去利雅得胜利。但我认为这笔交易已经黄了。”“当然，他没有合同在身，所以仍可能收到报价，但我不知道这是否会发生。目前只有阿拉伯球队有可能，例如来自迪拜的球队。在欧洲，他没有选择了。是的，葡萄牙体育渴望引进他，但他们在经济上当然不能与利雅得胜利以及其他阿拉伯俱乐部竞争。”,2022/12/15,977,219,123,
0,1,0,1,1,摩洛哥官方：抗议主裁拉莫斯在与法国半决赛中的判罚 已提起申诉官方公告：摩洛哥足协对塞萨尔-拉莫斯在摩洛哥对阵法国的半决赛中的判罚表示强烈抗议。摩洛哥足协将毫不犹豫地捍卫我们球队的权利，呼吁对摩洛哥国家队在半决赛中遭到的不公正仲裁采取必要措施。 ,2022/12/15,15,5,1,
0,1,0,1,1,官方：皇马签下16岁巴西前锋恩德里克 转会费总价7200万欧 官方公告“皇马俱乐部与帕尔梅拉斯俱乐部、恩德里克、及其家人达成协议，恩德里克将会在2024年7月正式加入皇马，在那之前恩德里克将继续留在帕尔梅拉斯训练，球员将在未来几天前往马德里参观俱乐部设施。” 据罗马诺透露，恩德里克的转会费包括6000万欧元+1200万欧元税款。他与皇马签至2027年，合同中还包含续约3年的选项。,2022/12/15,18,8,4,
0,1,0,1,1,中超-泰山4-2广州队落后榜首3分 莫伊塞斯独造4球费莱尼建功上半场，莫伊塞斯低射破门，韦世豪造点并亲自主罚命中，杨立瑜兜射破门，莫伊塞斯点球扳平比分。下半场，莫伊塞斯助攻费莱尼低射破门，莫伊塞斯再度造点，金敬道主罚命中。 ,2022/12/15,12,2,11,
0,1,0,1,8,记者：若法国夺冠世界杯MVP应是格列兹曼 反之则是梅西记者Sergio Valentín在社交媒体上表示，梅西和格列兹曼是本届世界杯MVP的候选，谁夺冠谁就会拿到这一奖项。Sergio Valentín写道： “我对此很明确，无论其他球员在决赛中表现如何，如果阿根廷在周日获胜，梅西应该是世界杯MVP；如果法国队周日获胜，格列兹曼应该成为世界杯MVP。”,2022/12/15,64,19,1,
0,1,0,1,1,图片报：格瓦迪奥尔解约金数额为1.12亿欧元，但要到2024年生效据《图片报》报道，莱比锡中卫格瓦迪奥尔的解约金为1.12亿欧元，但生效是在2024年，到时对他感兴趣的俱乐部可以就引进这名前途无量的中卫进行自由谈判。卡塔尔世界杯上，格瓦迪奥尔有着令人印象深刻的发挥，这让他再次成为各大豪门争抢的目标。今年9月，经过数月谈判后，莱比锡和格瓦迪奥尔成功续约至2027年，他的合同中并不包含在明夏有效的解约金条款。但是，到了2024年的时候，情况将会变得不同。,2022/12/15,19,0,5,
0,1,0,1,1,中超-北京国安3-0长春亚泰联赛两连胜 王子铭双响张玉宁点射中超联赛第31轮，北京国安迎战长春亚泰。上半场王子铭头球破门，下半场他再下一城，张玉宁点射。 ,2022/12/15,9,2,7,
0,1,0,1,8,马卡评世界杯半决赛最佳阵：梅西、格列兹曼、阿尔瓦雷斯在列《马卡报》评世界杯半决赛最佳阵容门将：洛里（法国）后卫：莫利纳（阿根廷），亚米克（摩洛哥），科纳特（法国），特奥（法国）中场：格列兹曼（法国），奥纳希（摩洛哥），琼阿梅尼（法国），恩佐-费尔南德斯（阿根廷）前锋：梅西（阿根廷），阿尔瓦雷斯（阿根廷）,2022/12/15,34,5,4,
0,1,0,1,1,4人！马竞是打进本届世界杯决赛中球员最多的俱乐部根据统计，马竞有4名球员打进了世界杯决赛，这一数据是所有俱乐部中最多的：格列兹曼、德保罗、莫利纳、安赫尔-科雷亚。 ,2022/12/15,43,12,5,
0,1,0,1,2,闷的不轻！姆巴佩热身踢球击中球迷 急忙赶到场边安慰致歉 PP体育的微博视频 ,2022/12/15,27,2,1,
0,1,0,2,1,阿根廷、法国会师决赛！梅西封王or法国卫冕？#世界杯# #pp体育陪你看世界杯# ,2022/12/15,46,13,5,"世界杯,pp体育陪你看世界杯"
0,1,0,1,1,梅西、姆巴佩近两届世界杯数据对比出场时间：930分钟-1011分钟进球数：6-9助攻数：5-2进球+助攻：11-11创造机会：28-20运球：38-53#阿根廷法国会师决赛# ,2022/12/15,41,18,7,阿根廷法国会师决赛
0,1,0,3,2,法国总统马克龙赛后前往更衣狂欢室 与队员一起庆祝晋级决赛#马克龙加入法国队赛后狂欢##马克龙说法国队让我自豪##阿根廷法国会师决赛# PP体育的微博视频 ,2022/12/15,88,14,5,"马克龙加入法国队赛后狂欢,马克龙说法国队让我自豪,阿根廷法国会师决赛"
0,1,0,1,5,语出惊人！六台记者&C罗好友：梅西很久没成为世界最佳了六台记者、C罗好友的Edu Aguirre近日谈到梅西时表示：“他已经很久没成为世界最佳了，他没有那个水平。” ,2022/12/15,758,84,9,
0,1,0,1,1,时隔24年卫冕冠军再进决赛低开高走，阿根廷剑指大力神杯阿根廷、法国会师决赛，你更看好谁夺冠？#阿根廷法国会师决赛#  网页链接 ,2022/12/15,1192,12,6,阿根廷法国会师决赛
0,1,0,1,1,世体：本泽马仍在法国队大名单中 如果球队进入决赛他可以出战据《世界体育报》报道，如果接下来的世界杯半决赛法国队击败摩洛哥进入决赛，在本届锦标赛开赛前因伤退出的本泽马仍可随法国队作战。在离开国家队训练营后，本泽马回到了皇马，并进行了一些恢复训练，在休息了一段时间之后，他已经可以正常训练。因此，如果法国队晋级决赛，本泽马仍可能在下周日前往卡塔尔，和球队一起参加比赛。,2022/12/14,55,13,2,
0,1,0,2,2,阿根廷队大胜克罗地亚晋级决赛 阿首都球迷沸腾了 PP体育的微博视频 ,2022/12/14,43,10,5,
0,1,0,3,2,四川一男子12万重注巴西胜克罗地亚 赛后泪诉不清楚规则要求退钱四川电视台新闻频道报道，近日四川成都一男子重注12万巴西常规时间胜克罗地亚，赛后认为未被告知清楚规则要求撤单退钱。该男子表示，彩票店老板未向他说明常规时间90分钟以及补时后，还有加时赛这一流程。该男子认为这对于他买彩票的判断产生了影响，认为彩票店老板欺骗了他，他要求撤回交易。该男子所投注的这场比赛，世界杯1/4决赛，巴西在常规时间0-0战平克罗地亚（含补时）。加时赛阶段，巴西1-1战平克罗地亚。点球大战，巴西不敌克罗地亚遭淘汰。,2022/12/14,130,67,9,
0,1,0,1,1,越老越妖！梅西本届世界杯每71分钟造1球ESPN阿根廷站对比了梅西本届世界杯和此前4届世界杯的数据表现：此前4届-本届参赛场次：19-6出场时间：1624分钟-570分钟射门（射正）：72（28）-27（14）进球：6-5淘汰赛进球：0-3助攻：5-3每制造1球所需要的时间：147分钟-71分钟#阿根廷主帅说梅西是历史最佳# #梅西的第二个世界杯决赛# #阿根廷3比0克罗地亚#,2022/12/14,27,2,3,"阿根廷主帅说梅西是历史最佳,梅西的第二个世界杯决赛,阿根廷3比0克罗地亚"
